cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
SHQE,7MI,D5,IM,BOP,CP,SA,A
SHQE,7MI,D5,IM,BOP,CP,SA,M
SHQE,7MI,D5,IM,BOP,CP,SA,Q
SHQH,7MI,D5,IM,BOP,CVM,SA,A
SHQH,7MI,D5,IM,BOP,CVM,SA,M
SHQH,7MI,D5,IM,BOP,CVM,SA,Q
OAFV,7MI,W1,BAL,BOP,CP,SA,A
OAFV,7MI,W1,BAL,BOP,CP,SA,M
OAFV,7MI,W1,BAL,BOP,CP,SA,Q
OKDK,7MI,W1,EX,BOP,CP,SA,A
OKDK,7MI,W1,EX,BOP,CP,SA,M
OKDK,7MI,W1,EX,BOP,CP,SA,Q
OKQU,7MI,W1,EX,BOP,CVM,SA,A
OKQU,7MI,W1,EX,BOP,CVM,SA,M
OKQU,7MI,W1,EX,BOP,CVM,SA,Q
OKEW,7MI,W1,IM,BOP,CP,SA,A
OKEW,7MI,W1,IM,BOP,CP,SA,M
OKEW,7MI,W1,IM,BOP,CP,SA,Q
OKSG,7MI,W1,IM,BOP,CVM,SA,A
OKSG,7MI,W1,IM,BOP,CVM,SA,M
OKSG,7MI,W1,IM,BOP,CVM,SA,Q
SHRN,7MK,B5,EX,BOP,CP,SA,A
SHRN,7MK,B5,EX,BOP,CP,SA,M
SHRN,7MK,B5,EX,BOP,CP,SA,Q
SHRQ,7MK,B5,EX,BOP,CVM,SA,A
SHRQ,7MK,B5,EX,BOP,CVM,SA,M
SHRQ,7MK,B5,EX,BOP,CVM,SA,Q
SHSB,7MK,B5,IM,BOP,CP,SA,A
SHSB,7MK,B5,IM,BOP,CP,SA,M
SHSB,7MK,B5,IM,BOP,CP,SA,Q
SHSE,7MK,B5,IM,BOP,CVM,SA,A
SHSE,7MK,B5,IM,BOP,CVM,SA,M
SHSE,7MK,B5,IM,BOP,CVM,SA,Q
SHSO,7MK,D5,EX,BOP,CP,SA,A
SHSO,7MK,D5,EX,BOP,CP,SA,M
SHSO,7MK,D5,EX,BOP,CP,SA,Q
SHSR,7MK,D5,EX,BOP,CVM,SA,A
SHSR,7MK,D5,EX,BOP,CVM,SA,M
SHSR,7MK,D5,EX,BOP,CVM,SA,Q
SHTG,7MK,D5,IM,BOP,CP,SA,A
SHTG,7MK,D5,IM,BOP,CP,SA,M
SHTG,7MK,D5,IM,BOP,CP,SA,Q
SHTJ,7MK,D5,IM,BOP,CVM,SA,A
SHTJ,7MK,D5,IM,BOP,CVM,SA,M
SHTJ,7MK,D5,IM,BOP,CVM,SA,Q
OAFX,7MK,W1,BAL,BOP,CP,SA,A
OAFX,7MK,W1,BAL,BOP,CP,SA,M
OAFX,7MK,W1,BAL,BOP,CP,SA,Q
OKDQ,7MK,W1,EX,BOP,CP,SA,A
OKDQ,7MK,W1,EX,BOP,CP,SA,M
OKDQ,7MK,W1,EX,BOP,CP,SA,Q
OKRA,7MK,W1,EX,BOP,CVM,SA,A
OKRA,7MK,W1,EX,BOP,CVM,SA,M
OKRA,7MK,W1,EX,BOP,CVM,SA,Q
OKFC,7MK,W1,IM,BOP,CP,SA,A
OKFC,7MK,W1,IM,BOP,CP,SA,M
OKFC,7MK,W1,IM,BOP,CP,SA,Q
OKSM,7MK,W1,IM,BOP,CVM,SA,A
OKSM,7MK,W1,IM,BOP,CVM,SA,M
OKSM,7MK,W1,IM,BOP,CVM,SA,Q
SHTV,7E,B5,EX,BOP,CP,SA,A
SHTV,7E,B5,EX,BOP,CP,SA,M
SHTV,7E,B5,EX,BOP,CP,SA,Q
SHTY,7E,B5,EX,BOP,CVM,SA,A
SHTY,7E,B5,EX,BOP,CVM,SA,M
SHTY,7E,B5,EX,BOP,CVM,SA,Q
SHUW,7E,B5,IM,BOP,CP,SA,A
SHUW,7E,B5,IM,BOP,CP,SA,M
SHUW,7E,B5,IM,BOP,CP,SA,Q
SHVD,7E,B5,IM,BOP,CVM,SA,A
SHVD,7E,B5,IM,BOP,CVM,SA,M
SHVD,7E,B5,IM,BOP,CVM,SA,Q
SHVS,7E,D5,EX,BOP,CP,SA,A
SHVS,7E,D5,EX,BOP,CP,SA,M
SHVS,7E,D5,EX,BOP,CP,SA,Q
SHVV,7E,D5,EX,BOP,CVM,SA,A
SHVV,7E,D5,EX,BOP,CVM,SA,M
SHVV,7E,D5,EX,BOP,CVM,SA,Q
SHWF,7E,D5,IM,BOP,CP,SA,A
SHWF,7E,D5,IM,BOP,CP,SA,M
SHWF,7E,D5,IM,BOP,CP,SA,Q
SHWI,7E,D5,IM,BOP,CVM,SA,A
SHWI,7E,D5,IM,BOP,CVM,SA,M
SHWI,7E,D5,IM,BOP,CVM,SA,Q
EHBZ,7E,W1,BAL,BOP,CP,SA,A
EHBZ,7E,W1,BAL,BOP,CP,SA,M
EHBZ,7E,W1,BAL,BOP,CP,SA,Q
BQQL,7E,W1,EX,BOP,CP,SA,A
BQQL,7E,W1,EX,BOP,CP,SA,M
BQQL,7E,W1,EX,BOP,CP,SA,Q
OGRQ,7E,W1,EX,BOP,CVM,SA,A
OGRQ,7E,W1,EX,BOP,CVM,SA,M
OGRQ,7E,W1,EX,BOP,CVM,SA,Q
EHAR,7E,W1,IM,BOP,CP,SA,A
EHAR,7E,W1,IM,BOP,CP,SA,M
EHAR,7E,W1,IM,BOP,CP,SA,Q
OGTJ,7E,W1,IM,BOP,CVM,SA,A
OGTJ,7E,W1,IM,BOP,CVM,SA,M
OGTJ,7E,W1,IM,BOP,CVM,SA,Q
SHWU,7EC,B5,EX,BOP,CP,SA,A
SHWU,7EC,B5,EX,BOP,CP,SA,M
SHWU,7EC,B5,EX,BOP,CP,SA,Q
SHWY,7EC,B5,EX,BOP,CVM,SA,A
SHWY,7EC,B5,EX,BOP,CVM,SA,M
SHWY,7EC,B5,EX,BOP,CVM,SA,Q
SHXI,7EC,B5,IM,BOP,CP,SA,A
SHXI,7EC,B5,IM,BOP,CP,SA,M
SHXI,7EC,B5,IM,BOP,CP,SA,Q
SHXL,7EC,B5,IM,BOP,CVM,SA,A
SHXL,7EC,B5,IM,BOP,CVM,SA,M
SHXL,7EC,B5,IM,BOP,CVM,SA,Q
SHXV,7EC,D5,EX,BOP,CP,SA,A
SHXV,7EC,D5,EX,BOP,CP,SA,M
SHXV,7EC,D5,EX,BOP,CP,SA,Q
SHYC,7EC,D5,EX,BOP,CVM,SA,A
SHYC,7EC,D5,EX,BOP,CVM,SA,M
SHYC,7EC,D5,EX,BOP,CVM,SA,Q
SHYP,7EC,D5,IM,BOP,CP,SA,A
SHYP,7EC,D5,IM,BOP,CP,SA,M
SHYP,7EC,D5,IM,BOP,CP,SA,Q
SHYS,7EC,D5,IM,BOP,CVM,SA,A
SHYS,7EC,D5,IM,BOP,CVM,SA,M
SHYS,7EC,D5,IM,BOP,CVM,SA,Q
OAGE,7EC,W1,BAL,BOP,CP,SA,A
OAGE,7EC,W1,BAL,BOP,CP,SA,M
OAGE,7EC,W1,BAL,BOP,CP,SA,Q
OKDC,7EC,W1,EX,BOP,CP,SA,A
OKDC,7EC,W1,EX,BOP,CP,SA,M
OKDC,7EC,W1,EX,BOP,CP,SA,Q
OKQM,7EC,W1,EX,BOP,CVM,SA,A
OKQM,7EC,W1,EX,BOP,CVM,SA,M
OKQM,7EC,W1,EX,BOP,CVM,SA,Q
OKEO,7EC,W1,IM,BOP,CP,SA,A
OKEO,7EC,W1,IM,BOP,CP,SA,M
OKEO,7EC,W1,IM,BOP,CP,SA,Q
OKRY,7EC,W1,IM,BOP,CVM,SA,A
OKRY,7EC,W1,IM,BOP,CVM,SA,M
OKRY,7EC,W1,IM,BOP,CVM,SA,Q
SHZC,7EI,B5,EX,BOP,CP,SA,A
SHZC,7EI,B5,EX,BOP,CP,SA,M
SHZC,7EI,B5,EX,BOP,CP,SA,Q
SHZF,7EI,B5,EX,BOP,CVM,SA,A
SHZF,7EI,B5,EX,BOP,CVM,SA,M
SHZF,7EI,B5,EX,BOP,CVM,SA,Q
SHZV,7EI,B5,IM,BOP,CP,SA,A
SHZV,7EI,B5,IM,BOP,CP,SA,M
SHZV,7EI,B5,IM,BOP,CP,SA,Q
SHZZ,7EI,B5,IM,BOP,CVM,SA,A
SHZZ,7EI,B5,IM,BOP,CVM,SA,M
SHZZ,7EI,B5,IM,BOP,CVM,SA,Q
SIAJ,7EI,D5,EX,BOP,CP,SA,A
SIAJ,7EI,D5,EX,BOP,CP,SA,M
SIAJ,7EI,D5,EX,BOP,CP,SA,Q
SIAM,7EI,D5,EX,BOP,CVM,SA,A
SIAM,7EI,D5,EX,BOP,CVM,SA,M
SIAM,7EI,D5,EX,BOP,CVM,SA,Q
SIAW,7EI,D5,IM,BOP,CP,SA,A
SIAW,7EI,D5,IM,BOP,CP,SA,M
SIAW,7EI,D5,IM,BOP,CP,SA,Q
SIAZ,7EI,D5,IM,BOP,CVM,SA,A
SIAZ,7EI,D5,IM,BOP,CVM,SA,M
SIAZ,7EI,D5,IM,BOP,CVM,SA,Q
OAGG,7EI,W1,BAL,BOP,CP,SA,A
OAGG,7EI,W1,BAL,BOP,CP,SA,M
OAGG,7EI,W1,BAL,BOP,CP,SA,Q
OKDL,7EI,W1,EX,BOP,CP,SA,A
OKDL,7EI,W1,EX,BOP,CP,SA,M
OKDL,7EI,W1,EX,BOP,CP,SA,Q
OKQV,7EI,W1,EX,BOP,CVM,SA,A
OKQV,7EI,W1,EX,BOP,CVM,SA,M
OKQV,7EI,W1,EX,BOP,CVM,SA,Q
OKEX,7EI,W1,IM,BOP,CP,SA,A
OKEX,7EI,W1,IM,BOP,CP,SA,M
OKEX,7EI,W1,IM,BOP,CP,SA,Q
OKSH,7EI,W1,IM,BOP,CVM,SA,A
OKSH,7EI,W1,IM,BOP,CVM,SA,M
OKSH,7EI,W1,IM,BOP,CVM,SA,Q
SIBJ,7EK,B5,EX,BOP,CP,SA,A
SIBJ,7EK,B5,EX,BOP,CP,SA,M
SIBJ,7EK,B5,EX,BOP,CP,SA,Q
SIBM,7EK,B5,EX,BOP,CVM,SA,A
SIBM,7EK,B5,EX,BOP,CVM,SA,M
SIBM,7EK,B5,EX,BOP,CVM,SA,Q
SIBW,7EK,B5,IM,BOP,CP,SA,A
SIBW,7EK,B5,IM,BOP,CP,SA,M
SIBW,7EK,B5,IM,BOP,CP,SA,Q
SIBZ,7EK,B5,IM,BOP,CVM,SA,A
SIBZ,7EK,B5,IM,BOP,CVM,SA,M
SIBZ,7EK,B5,IM,BOP,CVM,SA,Q
SICJ,7EK,D5,EX,BOP,CP,SA,A
SICJ,7EK,D5,EX,BOP,CP,SA,M
SICJ,7EK,D5,EX,BOP,CP,SA,Q
SICM,7EK,D5,EX,BOP,CVM,SA,A
SICM,7EK,D5,EX,BOP,CVM,SA,M
SICM,7EK,D5,EX,BOP,CVM,SA,Q
SICW,7EK,D5,IM,BOP,CP,SA,A
SICW,7EK,D5,IM,BOP,CP,SA,M
SICW,7EK,D5,IM,BOP,CP,SA,Q
SICZ,7EK,D5,IM,BOP,CVM,SA,A
SICZ,7EK,D5,IM,BOP,CVM,SA,M
SICZ,7EK,D5,IM,BOP,CVM,SA,Q
OAGH,7EK,W1,BAL,BOP,CP,SA,A
OAGH,7EK,W1,BAL,BOP,CP,SA,M
OAGH,7EK,W1,BAL,BOP,CP,SA,Q
OKDR,7EK,W1,EX,BOP,CP,SA,A
OKDR,7EK,W1,EX,BOP,CP,SA,M
OKDR,7EK,W1,EX,BOP,CP,SA,Q
OKRB,7EK,W1,EX,BOP,CVM,SA,A
OKRB,7EK,W1,EX,BOP,CVM,SA,M
OKRB,7EK,W1,EX,BOP,CVM,SA,Q
OKFD,7EK,W1,IM,BOP,CP,SA,A
OKFD,7EK,W1,IM,BOP,CP,SA,M
OKFD,7EK,W1,IM,BOP,CP,SA,Q
OKSN,7EK,W1,IM,BOP,CVM,SA,A
OKSN,7EK,W1,IM,BOP,CVM,SA,M
OKSN,7EK,W1,IM,BOP,CVM,SA,Q
SMRV,78,B5,EX,BOP,CP,SA,A
SMRV,78,B5,EX,BOP,CP,SA,M
SMRV,78,B5,EX,BOP,CP,SA,Q
SMRY,78,B5,EX,BOP,CVM,SA,A
SMRY,78,B5,EX,BOP,CVM,SA,M
SMRY,78,B5,EX,BOP,CVM,SA,Q
SMSI,78,B5,IM,BOP,CP,SA,A
SMSI,78,B5,IM,BOP,CP,SA,M
SMSI,78,B5,IM,BOP,CP,SA,Q
SMSL,78,B5,IM,BOP,CVM,SA,A
SMSL,78,B5,IM,BOP,CVM,SA,M
SMSL,78,B5,IM,BOP,CVM,SA,Q
SMSV,78,D5,EX,BOP,CP,SA,A
SMSV,78,D5,EX,BOP,CP,SA,M
SMSV,78,D5,EX,BOP,CP,SA,Q
SMSY,78,D5,EX,BOP,CVM,SA,A
SMSY,78,D5,EX,BOP,CVM,SA,M
SMSY,78,D5,EX,BOP,CVM,SA,Q
SMTI,78,D5,IM,BOP,CP,SA,A
SMTI,78,D5,IM,BOP,CP,SA,M
SMTI,78,D5,IM,BOP,CP,SA,Q
SMTL,78,D5,IM,BOP,CVM,SA,A
SMTL,78,D5,IM,BOP,CVM,SA,M
SMTL,78,D5,IM,BOP,CVM,SA,Q
EHCA,78,W1,BAL,BOP,CP,SA,A
EHCA,78,W1,BAL,BOP,CP,SA,M
EHCA,78,W1,BAL,BOP,CP,SA,Q
BQQM,78,W1,EX,BOP,CP,SA,A
BQQM,78,W1,EX,BOP,CP,SA,M
BQQM,78,W1,EX,BOP,CP,SA,Q
OGSC,78,W1,EX,BOP,CVM,SA,A
OGSC,78,W1,EX,BOP,CVM,SA,M
OGSC,78,W1,EX,BOP,CVM,SA,Q
EHAS,78,W1,IM,BOP,CP,SA,A
EHAS,78,W1,IM,BOP,CP,SA,M
EHAS,78,W1,IM,BOP,CP,SA,Q
OGTK,78,W1,IM,BOP,CVM,SA,A
OGTK,78,W1,IM,BOP,CVM,SA,M
OGTK,78,W1,IM,BOP,CVM,SA,Q
SKUB,78M,B5,EX,BOP,CP,SA,A
SKUB,78M,B5,EX,BOP,CP,SA,M
SKUB,78M,B5,EX,BOP,CP,SA,Q
SKUF,78M,B5,EX,BOP,CVM,SA,A
SKUF,78M,B5,EX,BOP,CVM,SA,M
SKUF,78M,B5,EX,BOP,CVM,SA,Q
SKTY,78M,B5,EX,BOP,IDEF,SA,A
SKTY,78M,B5,EX,BOP,IDEF,SA,M
SKTY,78M,B5,EX,BOP,IDEF,SA,Q
SKVM,78M,B5,IM,BOP,CP,SA,A
SKVM,78M,B5,IM,BOP,CP,SA,M
SKVM,78M,B5,IM,BOP,CP,SA,Q
SKVQ,78M,B5,IM,BOP,CVM,SA,A
SKVQ,78M,B5,IM,BOP,CVM,SA,M
SKVQ,78M,B5,IM,BOP,CVM,SA,Q
SKVJ,78M,B5,IM,BOP,IDEF,SA,A
SKVJ,78M,B5,IM,BOP,IDEF,SA,M
SKVJ,78M,B5,IM,BOP,IDEF,SA,Q
SKWT,78M,D5,EX,BOP,CP,SA,A
SKWT,78M,D5,EX,BOP,CP,SA,M
SKWT,78M,D5,EX,BOP,CP,SA,Q
SKWX,78M,D5,EX,BOP,CVM,SA,A
SKWX,78M,D5,EX,BOP,CVM,SA,M
SKWX,78M,D5,EX,BOP,CVM,SA,Q
SKWQ,78M,D5,EX,BOP,IDEF,SA,A
SKWQ,78M,D5,EX,BOP,IDEF,SA,M
SKWQ,78M,D5,EX,BOP,IDEF,SA,Q
SKYJ,78M,D5,IM,BOP,CP,SA,A
SKYJ,78M,D5,IM,BOP,CP,SA,M
SKYJ,78M,D5,IM,BOP,CP,SA,Q
SKYN,78M,D5,IM,BOP,CVM,SA,A
SKYN,78M,D5,IM,BOP,CVM,SA,M
SKYN,78M,D5,IM,BOP,CVM,SA,Q
SKYG,78M,D5,IM,BOP,IDEF,SA,A
SKYG,78M,D5,IM,BOP,IDEF,SA,M
SKYG,78M,D5,IM,BOP,IDEF,SA,Q
ENJA,78M,W1,BAL,BOP,CP,SA,A
ENJA,78M,W1,BAL,BOP,CP,SA,M
ENJA,78M,W1,BAL,BOP,CP,SA,Q
ENDJ,78M,W1,EX,BOP,CP,SA,A
ENDJ,78M,W1,EX,BOP,CP,SA,M
ENDJ,78M,W1,EX,BOP,CP,SA,Q
ENDZ,78M,W1,EX,BOP,CVM,SA,A
ENDZ,78M,W1,EX,BOP,CVM,SA,M
ENDZ,78M,W1,EX,BOP,CVM,SA,Q
ENFF,78M,W1,EX,BOP,IDEF,SA,A
ENFF,78M,W1,EX,BOP,IDEF,SA,M
ENFF,78M,W1,EX,BOP,IDEF,SA,Q
ENGD,78M,W1,IM,BOP,CP,SA,A
ENGD,78M,W1,IM,BOP,CP,SA,M
ENGD,78M,W1,IM,BOP,CP,SA,Q
ENGT,78M,W1,IM,BOP,CVM,SA,A
ENGT,78M,W1,IM,BOP,CVM,SA,M
ENGT,78M,W1,IM,BOP,CVM,SA,Q
ENHZ,78M,W1,IM,BOP,IDEF,SA,A
ENHZ,78M,W1,IM,BOP,IDEF,SA,M
ENHZ,78M,W1,IM,BOP,IDEF,SA,Q
SKNQ,78C,B5,EX,BOP,CP,SA,A
SKNQ,78C,B5,EX,BOP,CP,SA,M
SKNQ,78C,B5,EX,BOP,CP,SA,Q
SKNT,78C,B5,EX,BOP,CVM,SA,A
SKNT,78C,B5,EX,BOP,CVM,SA,M
SKNT,78C,B5,EX,BOP,CVM,SA,Q
SKOD,78C,B5,IM,BOP,CP,SA,A
SKOD,78C,B5,IM,BOP,CP,SA,M
SKOD,78C,B5,IM,BOP,CP,SA,Q
SKOG,78C,B5,IM,BOP,CVM,SA,A
SKOG,78C,B5,IM,BOP,CVM,SA,M
SKOG,78C,B5,IM,BOP,CVM,SA,Q
SKOQ,78C,D5,EX,BOP,CP,SA,A
SKOQ,78C,D5,EX,BOP,CP,SA,M
SKOQ,78C,D5,EX,BOP,CP,SA,Q
SKOT,78C,D5,EX,BOP,CVM,SA,A
SKOT,78C,D5,EX,BOP,CVM,SA,M
SKOT,78C,D5,EX,BOP,CVM,SA,Q
SKPD,78C,D5,IM,BOP,CP,SA,A
SKPD,78C,D5,IM,BOP,CP,SA,M
SKPD,78C,D5,IM,BOP,CP,SA,Q
SKPG,78C,D5,IM,BOP,CVM,SA,A
SKPG,78C,D5,IM,BOP,CVM,SA,M
SKPG,78C,D5,IM,BOP,CVM,SA,Q
OAGJ,78C,W1,BAL,BOP,CP,SA,A
OAGJ,78C,W1,BAL,BOP,CP,SA,M
OAGJ,78C,W1,BAL,BOP,CP,SA,Q
OKDD,78C,W1,EX,BOP,CP,SA,A
OKDD,78C,W1,EX,BOP,CP,SA,M
OKDD,78C,W1,EX,BOP,CP,SA,Q
OKQN,78C,W1,EX,BOP,CVM,SA,A
OKQN,78C,W1,EX,BOP,CVM,SA,M
OKQN,78C,W1,EX,BOP,CVM,SA,Q
OKEP,78C,W1,IM,BOP,CP,SA,A
OKEP,78C,W1,IM,BOP,CP,SA,M
OKEP,78C,W1,IM,BOP,CP,SA,Q
OKRZ,78C,W1,IM,BOP,CVM,SA,A
OKRZ,78C,W1,IM,BOP,CVM,SA,M
OKRZ,78C,W1,IM,BOP,CVM,SA,Q
SKPQ,78I,B5,EX,BOP,CP,SA,A
SKPQ,78I,B5,EX,BOP,CP,SA,M
SKPQ,78I,B5,EX,BOP,CP,SA,Q
SKPT,78I,B5,EX,BOP,CVM,SA,A
SKPT,78I,B5,EX,BOP,CVM,SA,M
SKPT,78I,B5,EX,BOP,CVM,SA,Q
SKQD,78I,B5,IM,BOP,CP,SA,A
SKQD,78I,B5,IM,BOP,CP,SA,M
SKQD,78I,B5,IM,BOP,CP,SA,Q
SKQG,78I,B5,IM,BOP,CVM,SA,A
SKQG,78I,B5,IM,BOP,CVM,SA,M
SKQG,78I,B5,IM,BOP,CVM,SA,Q
SKQQ,78I,D5,EX,BOP,CP,SA,A
SKQQ,78I,D5,EX,BOP,CP,SA,M
SKQQ,78I,D5,EX,BOP,CP,SA,Q
SKQT,78I,D5,EX,BOP,CVM,SA,A
SKQT,78I,D5,EX,BOP,CVM,SA,M
SKQT,78I,D5,EX,BOP,CVM,SA,Q
SKRD,78I,D5,IM,BOP,CP,SA,A
SKRD,78I,D5,IM,BOP,CP,SA,M
SKRD,78I,D5,IM,BOP,CP,SA,Q
SKRG,78I,D5,IM,BOP,CVM,SA,A
SKRG,78I,D5,IM,BOP,CVM,SA,M
SKRG,78I,D5,IM,BOP,CVM,SA,Q
OAHU,78I,W1,BAL,BOP,CP,SA,A
OAHU,78I,W1,BAL,BOP,CP,SA,M
OAHU,78I,W1,BAL,BOP,CP,SA,Q
OKDM,78I,W1,EX,BOP,CP,SA,A
OKDM,78I,W1,EX,BOP,CP,SA,M
OKDM,78I,W1,EX,BOP,CP,SA,Q
OKQW,78I,W1,EX,BOP,CVM,SA,A
OKQW,78I,W1,EX,BOP,CVM,SA,M
OKQW,78I,W1,EX,BOP,CVM,SA,Q
OKEY,78I,W1,IM,BOP,CP,SA,A
OKEY,78I,W1,IM,BOP,CP,SA,M
OKEY,78I,W1,IM,BOP,CP,SA,Q
OKSI,78I,W1,IM,BOP,CVM,SA,A
OKSI,78I,W1,IM,BOP,CVM,SA,M
OKSI,78I,W1,IM,BOP,CVM,SA,Q
SKRQ,78K,B5,EX,BOP,CP,SA,A
SKRQ,78K,B5,EX,BOP,CP,SA,M
SKRQ,78K,B5,EX,BOP,CP,SA,Q
SKRT,78K,B5,EX,BOP,CVM,SA,A
SKRT,78K,B5,EX,BOP,CVM,SA,M
SKRT,78K,B5,EX,BOP,CVM,SA,Q
SKSD,78K,B5,IM,BOP,CP,SA,A
SKSD,78K,B5,IM,BOP,CP,SA,M
SKSD,78K,B5,IM,BOP,CP,SA,Q
SKSG,78K,B5,IM,BOP,CVM,SA,A
SKSG,78K,B5,IM,BOP,CVM,SA,M
SKSG,78K,B5,IM,BOP,CVM,SA,Q
SKSQ,78K,D5,EX,BOP,CP,SA,A
SKSQ,78K,D5,EX,BOP,CP,SA,M
SKSQ,78K,D5,EX,BOP,CP,SA,Q
SKST,78K,D5,EX,BOP,CVM,SA,A
SKST,78K,D5,EX,BOP,CVM,SA,M
SKST,78K,D5,EX,BOP,CVM,SA,Q
SKTD,78K,D5,IM,BOP,CP,SA,A
SKTD,78K,D5,IM,BOP,CP,SA,M
SKTD,78K,D5,IM,BOP,CP,SA,Q
SKTG,78K,D5,IM,BOP,CVM,SA,A
SKTG,78K,D5,IM,BOP,CVM,SA,M
SKTG,78K,D5,IM,BOP,CVM,SA,Q
OAHW,78K,W1,BAL,BOP,CP,SA,A
OAHW,78K,W1,BAL,BOP,CP,SA,M
OAHW,78K,W1,BAL,BOP,CP,SA,Q
OKDS,78K,W1,EX,BOP,CP,SA,A
OKDS,78K,W1,EX,BOP,CP,SA,M
OKDS,78K,W1,EX,BOP,CP,SA,Q
OKRC,78K,W1,EX,BOP,CVM,SA,A
OKRC,78K,W1,EX,BOP,CVM,SA,M
OKRC,78K,W1,EX,BOP,CVM,SA,Q
OKFE,78K,W1,IM,BOP,CP,SA,A
OKFE,78K,W1,IM,BOP,CP,SA,M
OKFE,78K,W1,IM,BOP,CP,SA,Q
OKSO,78K,W1,IM,BOP,CVM,SA,A
OKSO,78K,W1,IM,BOP,CVM,SA,M
OKSO,78K,W1,IM,BOP,CVM,SA,Q
SKZF,79,B5,EX,BOP,CP,SA,A
SKZF,79,B5,EX,BOP,CP,SA,M
SKZF,79,B5,EX,BOP,CP,SA,Q
SKZI,79,B5,EX,BOP,CVM,SA,A
SKZI,79,B5,EX,BOP,CVM,SA,M
SKZI,79,B5,EX,BOP,CVM,SA,Q
SKZS,79,B5,IM,BOP,CP,SA,A
SKZS,79,B5,IM,BOP,CP,SA,M
SKZS,79,B5,IM,BOP,CP,SA,Q
SKZV,79,B5,IM,BOP,CVM,SA,A
SKZV,79,B5,IM,BOP,CVM,SA,M
SKZV,79,B5,IM,BOP,CVM,SA,Q
SLAF,79,D5,EX,BOP,CP,SA,A
SLAF,79,D5,EX,BOP,CP,SA,M
SLAF,79,D5,EX,BOP,CP,SA,Q
SLAI,79,D5,EX,BOP,CVM,SA,A
SLAI,79,D5,EX,BOP,CVM,SA,M
SLAI,79,D5,EX,BOP,CVM,SA,Q
SLAS,79,D5,IM,BOP,CP,SA,A
SLAS,79,D5,IM,BOP,CP,SA,M
SLAS,79,D5,IM,BOP,CP,SA,Q
SLAV,79,D5,IM,BOP,CVM,SA,A
SLAV,79,D5,IM,BOP,CVM,SA,M
SLAV,79,D5,IM,BOP,CVM,SA,Q
EHCB,79,W1,BAL,BOP,CP,SA,A
EHCB,79,W1,BAL,BOP,CP,SA,M
EHCB,79,W1,BAL,BOP,CP,SA,Q
BQQN,79,W1,EX,BOP,CP,SA,A
BQQN,79,W1,EX,BOP,CP,SA,M
BQQN,79,W1,EX,BOP,CP,SA,Q
OGSD,79,W1,EX,BOP,CVM,SA,A
OGSD,79,W1,EX,BOP,CVM,SA,M
OGSD,79,W1,EX,BOP,CVM,SA,Q
EHAT,79,W1,IM,BOP,CP,SA,A
EHAT,79,W1,IM,BOP,CP,SA,M
EHAT,79,W1,IM,BOP,CP,SA,Q
OGTL,79,W1,IM,BOP,CVM,SA,A
OGTL,79,W1,IM,BOP,CVM,SA,M
OGTL,79,W1,IM,BOP,CVM,SA,Q
SLDF,791I,B5,EX,BOP,CP,SA,A
SLDF,791I,B5,EX,BOP,CP,SA,M
SLDF,791I,B5,EX,BOP,CP,SA,Q
SLDI,791I,B5,EX,BOP,CVM,SA,A
SLDI,791I,B5,EX,BOP,CVM,SA,M
SLDI,791I,B5,EX,BOP,CVM,SA,Q
SLDS,791I,B5,IM,BOP,CP,SA,A
SLDS,791I,B5,IM,BOP,CP,SA,M
SLDS,791I,B5,IM,BOP,CP,SA,Q
SLDV,791I,B5,IM,BOP,CVM,SA,A
SLDV,791I,B5,IM,BOP,CVM,SA,M
SLDV,791I,B5,IM,BOP,CVM,SA,Q
SLEF,791I,D5,EX,BOP,CP,SA,A
SLEF,791I,D5,EX,BOP,CP,SA,M
SLEF,791I,D5,EX,BOP,CP,SA,Q
SLEI,791I,D5,EX,BOP,CVM,SA,A
SLEI,791I,D5,EX,BOP,CVM,SA,M
SLEI,791I,D5,EX,BOP,CVM,SA,Q
SLES,791I,D5,IM,BOP,CP,SA,A
SLES,791I,D5,IM,BOP,CP,SA,M
SLES,791I,D5,IM,BOP,CP,SA,Q
SLEV,791I,D5,IM,BOP,CVM,SA,A
SLEV,791I,D5,IM,BOP,CVM,SA,M
SLEV,791I,D5,IM,BOP,CVM,SA,Q
OAIE,791I,W1,BAL,BOP,CP,SA,A
OAIE,791I,W1,BAL,BOP,CP,SA,M
OAIE,791I,W1,BAL,BOP,CP,SA,Q
OKDN,791I,W1,EX,BOP,CP,SA,A
OKDN,791I,W1,EX,BOP,CP,SA,M
OKDN,791I,W1,EX,BOP,CP,SA,Q
OKQX,791I,W1,EX,BOP,CVM,SA,A
OKQX,791I,W1,EX,BOP,CVM,SA,M
OKQX,791I,W1,EX,BOP,CVM,SA,Q
OKEZ,791I,W1,IM,BOP,CP,SA,A
OKEZ,791I,W1,IM,BOP,CP,SA,M
OKEZ,791I,W1,IM,BOP,CP,SA,Q
OKSJ,791I,W1,IM,BOP,CVM,SA,A
OKSJ,791I,W1,IM,BOP,CVM,SA,M
OKSJ,791I,W1,IM,BOP,CVM,SA,Q
SLFF,791K,B5,EX,BOP,CP,SA,A
SLFF,791K,B5,EX,BOP,CP,SA,M
SLFF,791K,B5,EX,BOP,CP,SA,Q
SLFI,791K,B5,EX,BOP,CVM,SA,A
SLFI,791K,B5,EX,BOP,CVM,SA,M
